116.281078,40.091927,2014-04-07 07:07:03
116.281078,40.091928,2014-04-07 07:07:18
116.281068,40.091942,2014-04-07 07:07:33
116.281062,40.091955,2014-04-07 07:07:48
116.281055,40.091965,2014-04-07 07:08:03
116.281055,40.091965,2014-04-07 07:08:18
116.281055,40.091965,2014-04-07 07:08:33
116.281055,40.091965,2014-04-07 07:08:48
116.281057,40.091965,2014-04-07 07:09:03
116.281057,40.091965,2014-04-07 07:09:18
116.281057,40.091965,2014-04-07 07:09:33
116.281117,40.091992,2014-04-07 07:09:48
116.281335,40.091837,2014-04-07 07:10:03
116.281608,40.091687,2014-04-07 07:10:18
116.282155,40.091508,2014-04-07 07:10:33
116.28299,40.09122,2014-04-07 07:10:48
116.284167,40.091673,2014-04-07 07:11:03
116.285043,40.092033,2014-04-07 07:11:18
116.285238,40.092118,2014-04-07 07:11:33
116.286107,40.092448,2014-04-07 07:11:48
116.287363,40.09279,2014-04-07 07:12:03
116.288853,40.093053,2014-04-07 07:12:18
116.29053,40.09327,2014-04-07 07:12:33
116.291698,40.093147,2014-04-07 07:12:48
116.292523,40.092117,2014-04-07 07:13:03
116.293465,40.090902,2014-04-07 07:13:18
116.294428,40.089637,2014-04-07 07:13:33
116.295442,40.088363,2014-04-07 07:13:48
116.295897,40.087733,2014-04-07 07:14:03
116.296073,40.087567,2014-04-07 07:14:18
116.296923,40.086445,2014-04-07 07:14:33
116.297952,40.085092,2014-04-07 07:14:48
116.299047,40.083668,2014-04-07 07:15:03
116.300205,40.082207,2014-04-07 07:15:18
116.301305,40.080788,2014-04-07 07:15:33
116.302252,40.079535,2014-04-07 07:15:48
116.302417,40.079275,2014-04-07 07:16:03
116.302763,40.078927,2014-04-07 07:16:18
116.303627,40.077853,2014-04-07 07:16:33
116.304578,40.076607,2014-04-07 07:16:48
116.30558,40.075323,2014-04-07 07:17:03
116.306765,40.07417,2014-04-07 07:17:18
116.30772,40.072935,2014-04-07 07:17:33
116.308522,40.071852,2014-04-07 07:17:48
116.30861,40.071703,2014-04-07 07:18:03
116.308683,40.071583,2014-04-07 07:18:18
116.309222,40.070945,2014-04-07 07:18:33
116.309747,40.069727,2014-04-07 07:18:48
116.310715,40.068635,2014-04-07 07:19:03
116.311873,40.067575,2014-04-07 07:19:18
116.31275,40.066395,2014-04-07 07:19:33
116.31295,40.066168,2014-04-07 07:19:48
116.313703,40.065283,2014-04-07 07:20:03
116.31462,40.064098,2014-04-07 07:20:18
116.315543,40.062775,2014-04-07 07:20:33
116.316412,40.061383,2014-04-07 07:20:48
116.316897,40.060707,2014-04-07 07:21:03
116.317047,40.060532,2014-04-07 07:21:18
116.317798,40.059582,2014-04-07 07:21:33
116.31876,40.058235,2014-04-07 07:21:48
116.319678,40.056968,2014-04-07 07:22:03
116.320868,40.055753,2014-04-07 07:22:18
116.321015,40.055578,2014-04-07 07:22:33
116.321557,40.054955,2014-04-07 07:22:48
116.321947,40.054452,2014-04-07 07:23:03
116.321943,40.054438,2014-04-07 07:23:18
116.321943,40.054438,2014-04-07 07:23:33
116.321942,40.05444,2014-04-07 07:23:48
116.32194,40.05444,2014-04-07 07:24:03
116.321967,40.054412,2014-04-07 07:24:18
116.322283,40.053925,2014-04-07 07:24:33
116.322005,40.053187,2014-04-07 07:24:48
116.32179,40.053053,2014-04-07 07:25:03
116.321792,40.053055,2014-04-07 07:25:18
116.321377,40.0527,2014-04-07 07:25:33
116.320193,40.051753,2014-04-07 07:25:48
116.318748,40.050675,2014-04-07 07:26:03
116.31731,40.04955,2014-04-07 07:26:18
116.315817,40.048423,2014-04-07 07:26:33
116.314893,40.04772,2014-04-07 07:26:48
116.313982,40.047473,2014-04-07 07:27:03
116.31269,40.048375,2014-04-07 07:27:18
116.311658,40.04966,2014-04-07 07:27:33
116.31073,40.050878,2014-04-07 07:27:48
116.310455,40.051207,2014-04-07 07:28:03
116.309935,40.051847,2014-04-07 07:28:18
116.309243,40.052755,2014-04-07 07:28:33
116.308667,40.052697,2014-04-07 07:28:48
116.307053,40.052092,2014-04-07 07:29:03
116.306615,40.051928,2014-04-07 07:29:18
116.305375,40.051425,2014-04-07 07:29:33
116.303598,40.050672,2014-04-07 07:29:48
116.302002,40.050055,2014-04-07 07:30:03
116.301157,40.04977,2014-04-07 07:30:18
116.301133,40.049765,2014-04-07 07:30:38
116.300692,40.049543,2014-04-07 07:30:53
116.299212,40.049008,2014-04-07 07:31:08
116.297402,40.04856,2014-04-07 07:31:23
116.295817,40.048183,2014-04-07 07:31:38
116.294662,40.0479,2014-04-07 07:31:53
116.293483,40.047632,2014-04-07 07:32:08
116.293553,40.04677,2014-04-07 07:32:23
116.294313,40.04554,2014-04-07 07:32:38
116.29508,40.044295,2014-04-07 07:32:53
116.295622,40.043487,2014-04-07 07:33:08
116.295695,40.043407,2014-04-07 07:33:23
116.296298,40.043265,2014-04-07 07:33:38
116.296697,40.043398,2014-04-07 07:33:53
116.297408,40.043673,2014-04-07 07:34:08
116.299005,40.04401,2014-04-07 07:34:23
116.299457,40.04356,2014-04-07 07:34:43
116.300825,40.041288,2014-04-07 07:35:43
116.301642,40.039878,2014-04-07 07:35:58
116.302205,40.038875,2014-04-07 07:36:13
116.302348,40.038663,2014-04-07 07:36:28
116.30318,40.037232,2014-04-07 07:36:43
116.303995,40.03584,2014-04-07 07:36:58
116.303588,40.03481,2014-04-07 07:37:13
116.30175,40.034363,2014-04-07 07:37:28
116.301125,40.034233,2014-04-07 07:37:43
116.301128,40.034235,2014-04-07 07:37:58
116.301128,40.034237,2014-04-07 07:38:13
116.301128,40.034237,2014-04-07 07:38:28
116.301128,40.034238,2014-04-07 07:38:43
116.301128,40.03424,2014-04-07 07:38:58
116.301128,40.03424,2014-04-07 07:39:13
116.301127,40.034242,2014-04-07 07:39:28
116.300355,40.034057,2014-04-07 07:39:43
116.298808,40.03372,2014-04-07 07:39:58
116.297792,40.033538,2014-04-07 07:40:13
116.297465,40.033452,2014-04-07 07:40:28
116.296263,40.03323,2014-04-07 07:40:43
116.294592,40.033,2014-04-07 07:40:58
116.292967,40.032878,2014-04-07 07:41:13
116.292223,40.032895,2014-04-07 07:41:28
116.291128,40.032855,2014-04-07 07:41:43
116.290715,40.032872,2014-04-07 07:41:58
116.289787,40.032822,2014-04-07 07:42:13
116.28891,40.032812,2014-04-07 07:42:28
116.287348,40.032795,2014-04-07 07:42:43
116.286742,40.032763,2014-04-07 07:42:58
116.286745,40.032763,2014-04-07 07:43:13
116.286315,40.032773,2014-04-07 07:43:28
116.284847,40.03277,2014-04-07 07:43:43
116.284597,40.03277,2014-04-07 07:43:58
116.28421,40.032758,2014-04-07 07:44:13
116.282637,40.032772,2014-04-07 07:44:28
116.281953,40.032737,2014-04-07 07:44:43
116.281912,40.032738,2014-04-07 07:44:58
116.281708,40.032738,2014-04-07 07:45:13
116.280232,40.032727,2014-04-07 07:45:28
116.278625,40.03271,2014-04-07 07:45:43
116.278173,40.032705,2014-04-07 07:45:58
116.278132,40.032705,2014-04-07 07:46:13
116.276968,40.032707,2014-04-07 07:46:28
116.27629,40.03268,2014-04-07 07:46:43
116.276223,40.032683,2014-04-07 07:46:58
116.275127,40.032643,2014-04-07 07:47:13
116.273213,40.032433,2014-04-07 07:47:28
116.271368,40.03211,2014-04-07 07:47:43
116.270667,40.031982,2014-04-07 07:47:58
116.27067,40.031983,2014-04-07 07:48:13
116.270252,40.031922,2014-04-07 07:48:28
116.269883,40.031893,2014-04-07 07:48:43
116.26876,40.031637,2014-04-07 07:48:58
